source,target,similarity
21.txt,116.txt,0.481084971322774
16.txt,119.txt,0.480930043035062
2.txt,142.txt,0.480883195758783
5.txt,115.txt,0.480244941711476
20.txt,138.txt,0.480055921483374
3.txt,138.txt,0.479671476375367
2.txt,150.txt,0.479647635625188
19.txt,126.txt,0.47929609723622
24.txt,153.txt,0.479056946516694
6.txt,138.txt,0.479045884099852
25.txt,126.txt,0.47888568435624
23.txt,121.txt,0.47874394046946
13.txt,124.txt,0.478418157807946
25.txt,128.txt,0.47824797341668
16.txt,140.txt,0.477904766932748
19.txt,128.txt,0.477884790841573
14.txt,142.txt,0.477512763628194
5.txt,150.txt,0.477015122680027
4.txt,115.txt,0.476854319848041
7.txt,140.txt,0.476327717040969
8.txt,159.txt,0.476252814274573
30.txt,154.txt,0.475925885854063
1.txt,140.txt,0.475720254306582
14.txt,116.txt,0.475625298574101
7.txt,128.txt,0.474857745585465
20.txt,136.txt,0.474696458201215
24.txt,141.txt,0.474455435146412
28.txt,138.txt,0.474434869253935
19.txt,123.txt,0.474391355534149
12.txt,146.txt,0.474362543182041
11.txt,141.txt,0.474184742883854
8.txt,116.txt,0.474131571971602
7.txt,126.txt,0.473879102207274
10.txt,138.txt,0.473013963918952
20.txt,142.txt,0.472475957869722
11.txt,146.txt,0.472355289708322
19.txt,150.txt,0.472238400098746
18.txt,159.txt,0.471685579620091
23.txt,150.txt,0.471470989411905
14.txt,159.txt,0.471446856695371
16.txt,139.txt,0.470734435845636
18.txt,136.txt,0.469975742586652
25.txt,145.txt,0.469859398235612
20.txt,140.txt,0.469660480647849
23.txt,145.txt,0.469513160010149
25.txt,148.txt,0.468737387190166
10.txt,141.txt,0.468523236715037
10.txt,148.txt,0.46733644752002
10.txt,125.txt,0.466977257945533
26.txt,141.txt,0.46685672612764
5.txt,138.txt,0.466412311237183
23.txt,153.txt,0.466019865709024
23.txt,139.txt,0.465680140436844
14.txt,124.txt,0.465524819588553
29.txt,139.txt,0.465434574462749
18.txt,152.txt,0.465071325053504
2.txt,138.txt,0.465014120477145
9.txt,159.txt,0.464748177478618
2.txt,140.txt,0.464207122996408
17.txt,140.txt,0.464088513668861
24.txt,155.txt,0.464049501253675
27.txt,153.txt,0.464011832452593
29.txt,159.txt,0.463821444940273
4.txt,138.txt,0.463545639111251
13.txt,138.txt,0.463468486881741
30.txt,149.txt,0.463307463243178
29.txt,141.txt,0.463200509308875
29.txt,124.txt,0.463164684299344
10.txt,124.txt,0.4631110044465
30.txt,139.txt,0.463038524733738
7.txt,117.txt,0.463020413653986
4.txt,140.txt,0.462958979913598
6.txt,141.txt,0.462853807874475
16.txt,124.txt,0.462345272781231
26.txt,153.txt,0.462177812010187
28.txt,148.txt,0.462101956147304
8.txt,141.txt,0.461983306426385
17.txt,139.txt,0.461626926933566
5.txt,140.txt,0.461358175107113
29.txt,125.txt,0.46058580657977
6.txt,117.txt,0.460511714202835
9.txt,136.txt,0.460188837025191
24.txt,156.txt,0.460079410425029
9.txt,148.txt,0.459851503657738
4.txt,152.txt,0.459605056558124
13.txt,156.txt,0.459569877740461
15.txt,124.txt,0.459464693633676
28.txt,141.txt,0.459325846502066
22.txt,142.txt,0.459007582386131
27.txt,146.txt,0.458662751230846
11.txt,139.txt,0.45839375854487
3.txt,153.txt,0.458384045433109
27.txt,125.txt,0.457533343792381
24.txt,159.txt,0.457390830366891
4.txt,122.txt,0.457270461571621
27.txt,148.txt,0.456981350142705
22.txt,136.txt,0.456892447684035
1.txt,117.txt,0.456737129181732
21.txt,153.txt,0.456337688087426
13.txt,148.txt,0.456017273144668
8.txt,152.txt,0.455551544664711
1.txt,122.txt,0.455191342593171
15.txt,150.txt,0.455166848662098
26.txt,146.txt,0.454844657323763
22.txt,153.txt,0.45479339368196
23.txt,159.txt,0.454580933842783
12.txt,116.txt,0.454499976606838
21.txt,139.txt,0.454365079365079
11.txt,125.txt,0.454156980626149
23.txt,134.txt,0.454015909312406
25.txt,123.txt,0.453792408111787
21.txt,159.txt,0.453571031976466
17.txt,152.txt,0.453118865573196
17.txt,153.txt,0.45269041936804
13.txt,122.txt,0.452588571842829
7.txt,119.txt,0.452554542607947
27.txt,159.txt,0.452038311852355
1.txt,138.txt,0.451636841401209
20.txt,145.txt,0.451210495775898
12.txt,139.txt,0.451067214022707
21.txt,146.txt,0.450768515921299
5.txt,152.txt,0.450745756002185
12.txt,152.txt,0.450710838493365
13.txt,139.txt,0.450373244924645
30.txt,124.txt,0.450341491116921
8.txt,136.txt,0.450316361898694
10.txt,159.txt,0.450155789473908
18.txt,139.txt,0.450072855591007
5.txt,122.txt,0.45001330188526
11.txt,155.txt,0.449884655238174
8.txt,148.txt,0.449387468405649
15.txt,139.txt,0.449352165130454
3.txt,117.txt,0.449167658942609
11.txt,136.txt,0.449067009796576
2.txt,122.txt,0.448968297044001
6.txt,159.txt,0.448812012660455
8.txt,139.txt,0.448700393105312
25.txt,150.txt,0.448619140970962
14.txt,148.txt,0.448508788809414
8.txt,153.txt,0.448381001511123
27.txt,152.txt,0.447725611696932
17.txt,159.txt,0.44742558397929
11.txt,159.txt,0.447209361585216
6.txt,139.txt,0.447125413778604
23.txt,143.txt,0.447015517119087
21.txt,125.txt,0.447004063077961
18.txt,153.txt,0.446529623019975
28.txt,139.txt,0.445929603198951
29.txt,151.txt,0.445761318508276
28.txt,156.txt,0.445738181151358
4.txt,159.txt,0.44538279024272
4.txt,117.txt,0.444997159841073
22.txt,146.txt,0.444915100274693
8.txt,125.txt,0.444838276074463
11.txt,148.txt,0.444651990143604
2.txt,152.txt,0.444515686377106
18.txt,156.txt,0.444508260145031
11.txt,122.txt,0.444482920945831
3.txt,139.txt,0.444444444444444
12.txt,148.txt,0.444240336766886
6.txt,148.txt,0.444218801802278
27.txt,156.txt,0.44406668389658
25.txt,142.txt,0.44388817220175
17.txt,156.txt,0.443752356674063
12.txt,122.txt,0.443750365807217
24.txt,151.txt,0.443665094026685
9.txt,125.txt,0.443614005022107
21.txt,148.txt,0.443594462798397
21.txt,141.txt,0.443172030669106
3.txt,159.txt,0.44302286844213
25.txt,139.txt,0.442953079163648
13.txt,116.txt,0.442889789324331
9.txt,139.txt,0.442514891269412
4.txt,136.txt,0.442510441731742
20.txt,148.txt,0.442489775161438
9.txt,122.txt,0.44246810615683
16.txt,151.txt,0.442379579757438
14.txt,125.txt,0.442281473578288
15.txt,125.txt,0.442081687413477
21.txt,142.txt,0.441767566615845
29.txt,146.txt,0.441736245758488
20.txt,150.txt,0.441724104887487
9.txt,153.txt,0.441473401342671
27.txt,116.txt,0.441116642989843
27.txt,139.txt,0.441021461964259
2.txt,117.txt,0.440873884196341
5.txt,117.txt,0.440716114838161
3.txt,152.txt,0.440606030262625
18.txt,155.txt,0.440434147545998
14.txt,155.txt,0.440390919217684
26.txt,136.txt,0.440308888799815
28.txt,122.txt,0.439775681861536
7.txt,154.txt,0.43973155946963
15.txt,116.txt,0.439245710282096
30.txt,141.txt,0.439095665318275
23.txt,140.txt,0.439078889777663
11.txt,153.txt,0.439001519586446
22.txt,125.txt,0.438987831209195
12.txt,125.txt,0.43872318665717
10.txt,116.txt,0.438557926514092
14.txt,151.txt,0.438469344443273
5.txt,159.txt,0.437805741979841
21.txt,156.txt,0.43708098564022
7.txt,149.txt,0.436943615986436
27.txt,141.txt,0.436519504661686
22.txt,155.txt,0.435981868981028
7.txt,150.txt,0.435666347313843
26.txt,116.txt,0.435645387976294
12.txt,153.txt,0.435429455474586
1.txt,159.txt,0.435302912684332
12.txt,136.txt,0.434932959618787
21.txt,136.txt,0.434058557413598
2.txt,153.txt,0.433915791861218
11.txt,152.txt,0.433667435803962
1.txt,136.txt,0.433309231229907
16.txt,150.txt,0.433194415043916
28.txt,159.txt,0.433146389798442
3.txt,141.txt,0.432362956750348
4.txt,139.txt,0.432061841398905
12.txt,159.txt,0.432011671266355
28.txt,152.txt,0.431687999783918
10.txt,139.txt,0.431636218057282
26.txt,122.txt,0.431488714267147
23.txt,156.txt,0.431117850308121
4.txt,156.txt,0.430488430917032
30.txt,136.txt,0.430399274551239
19.txt,124.txt,0.430228792981476
1.txt,148.txt,0.430166450240761
3.txt,147.txt,0.429458639961229
2.txt,159.txt,0.42912748221076
8.txt,122.txt,0.429117225149905
25.txt,137.txt,0.428328377468824
22.txt,156.txt,0.428289596523331
19.txt,155.txt,0.428237924318149
1.txt,156.txt,0.427792179075453
30.txt,155.txt,0.427167284066254
30.txt,122.txt,0.426995996931293
7.txt,138.txt,0.426584744457237
3.txt,148.txt,0.425567914907785
28.txt,116.txt,0.425362652941875
18.txt,148.txt,0.424856767665384
3.txt,136.txt,0.424467001275995
25.txt,141.txt,0.424282714358103
9.txt,152.txt,0.423719916639846
22.txt,141.txt,0.423205156137621
26.txt,155.txt,0.423158412678913
20.txt,139.txt,0.423085152215372
5.txt,136.txt,0.422871727076035
26.txt,156.txt,0.4225302131778
2.txt,136.txt,0.421875879805929
6.txt,136.txt,0.421538074482617
7.txt,139.txt,0.421463615211762
7.txt,148.txt,0.421290711289577
19.txt,146.txt,0.42063458312069
13.txt,159.txt,0.420445652074219
5.txt,139.txt,0.419561682973124
6.txt,152.txt,0.418500081757089
29.txt,153.txt,0.418435419782733
5.txt,156.txt,0.418097557019384
14.txt,139.txt,0.418062538806657
19.txt,131.txt,0.417572799596517
28.txt,151.txt,0.417208413868913
6.txt,125.txt,0.41712811934967
16.txt,116.txt,0.417087410092369
29.txt,122.txt,0.417019394673485
19.txt,125.txt,0.416901530653689
29.txt,116.txt,0.416652672730522
20.txt,124.txt,0.416075384299505
6.txt,155.txt,0.416027230310004
1.txt,139.txt,0.415916416075931
7.txt,116.txt,0.415851332602251
2.txt,139.txt,0.415828181796039
14.txt,152.txt,0.415732837172446
28.txt,155.txt,0.415686955198561
24.txt,125.txt,0.415332427786347
3.txt,156.txt,0.415279344150253
23.txt,142.txt,0.414998427313495
15.txt,151.txt,0.414916355870944
2.txt,156.txt,0.414788231123706
1.txt,153.txt,0.414757245799477
14.txt,136.txt,0.414471069465471
1.txt,152.txt,0.413752987426251
10.txt,122.txt,0.413375950486781
28.txt,146.txt,0.413367793899109
7.txt,124.txt,0.412649673982239
16.txt,152.txt,0.412069730634162
23.txt,144.txt,0.412024061077365
16.txt,125.txt,0.411861221904344
6.txt,156.txt,0.411841451608865
29.txt,152.txt,0.411035936404759
23.txt,148.txt,0.410685410411478
24.txt,137.txt,0.410553865901789
19.txt,141.txt,0.410516912291139
17.txt,148.txt,0.410433006483807
22.txt,145.txt,0.410276192829299
13.txt,136.txt,0.410013041776093
13.txt,151.txt,0.40993526585616
23.txt,155.txt,0.408746051758836
17.txt,141.txt,0.408342291868242
21.txt,122.txt,0.408248290463863
7.txt,125.txt,0.408145383187955
13.txt,146.txt,0.407773351365323
15.txt,141.txt,0.407320969876665
23.txt,122.txt,0.406578556307363
14.txt,156.txt,0.406364229477196
18.txt,122.txt,0.405828994481054
27.txt,160.txt,0.40579963959233
12.txt,155.txt,0.405538755372086
17.txt,144.txt,0.40551455746673
22.txt,144.txt,0.405273433793097
2.txt,148.txt,0.405247993773136
27.txt,136.txt,0.405002333137609
29.txt,136.txt,0.404975771783646
13.txt,153.txt,0.404947669543583
30.txt,152.txt,0.404651681276111
13.txt,152.txt,0.40435490083086
27.txt,122.txt,0.4040769707608
18.txt,141.txt,0.403572757367316
4.txt,148.txt,0.403521696379786
17.txt,155.txt,0.403226629755003
7.txt,136.txt,0.402878856280258
24.txt,147.txt,0.402195640492788
23.txt,141.txt,0.401888287442663
10.txt,151.txt,0.401723380115611
28.txt,153.txt,0.401299067180554
10.txt,156.txt,0.401179276049371
5.txt,148.txt,0.399901723128612
23.txt,158.txt,0.399778984416598
17.txt,145.txt,0.399761378837685
5.txt,155.txt,0.399674033714253
4.txt,155.txt,0.399434767052556
28.txt,136.txt,0.39940049383405
14.txt,144.txt,0.399310216976144
10.txt,146.txt,0.399198877261473
19.txt,159.txt,0.399196233687199
25.txt,155.txt,0.399102521215686
17.txt,122.txt,0.398749147175144
24.txt,131.txt,0.3985475889713
19.txt,153.txt,0.398532900422726
17.txt,158.txt,0.397231628621308
25.txt,125.txt,0.396893048465126
30.txt,151.txt,0.396889879017461
18.txt,144.txt,0.396780094607766
10.txt,153.txt,0.39664008204602
18.txt,125.txt,0.396207478254825
25.txt,131.txt,0.396205061407818
4.txt,141.txt,0.395842802534417
11.txt,144.txt,0.395473388178241
10.txt,152.txt,0.395457864781649
2.txt,147.txt,0.395361156365959
19.txt,156.txt,0.39530093822214
30.txt,146.txt,0.395161752523893
24.txt,158.txt,0.395068084160165
2.txt,141.txt,0.39500635449867
1.txt,155.txt,0.39474226348757
5.txt,141.txt,0.394242162752557
20.txt,155.txt,0.393928354507502
7.txt,131.txt,0.393907258031484
10.txt,136.txt,0.393546043746933
14.txt,146.txt,0.392846257226448
13.txt,155.txt,0.392527070972083
25.txt,124.txt,0.392113279590811
20.txt,137.txt,0.391701326563853
7.txt,146.txt,0.39153239367353
30.txt,116.txt,0.390603558201061
4.txt,158.txt,0.390214715699448
15.txt,152.txt,0.390169002351603
7.txt,141.txt,0.389962045348288
19.txt,122.txt,0.389957765704635
1.txt,147.txt,0.388515691078502
7.txt,122.txt,0.388477309354151
8.txt,160.txt,0.387288652525453
19.txt,152.txt,0.386579535413375
15.txt,146.txt,0.386577351309406
15.txt,136.txt,0.386264648443146
1.txt,141.txt,0.385853641448037
25.txt,146.txt,0.385311147705369
9.txt,144.txt,0.385193429571273
16.txt,141.txt,0.385137850780775
16.txt,146.txt,0.384380293295531
20.txt,152.txt,0.384372252598059
25.txt,159.txt,0.384242910773279
18.txt,158.txt,0.384233402754309
3.txt,155.txt,0.384055432846061
1.txt,144.txt,0.38392767908588
21.txt,152.txt,0.38349815311411
30.txt,153.txt,0.383252985967467
24.txt,122.txt,0.383045950152307
20.txt,156.txt,0.38257342749718
20.txt,125.txt,0.382345585842417
22.txt,152.txt,0.382200355303803
5.txt,158.txt,0.381881940656322
14.txt,141.txt,0.381754043373127
30.txt,144.txt,0.381733211231946
11.txt,158.txt,0.380820234470221
8.txt,144.txt,0.380576037739947
18.txt,137.txt,0.380515788084819
29.txt,144.txt,0.380077543729188
28.txt,144.txt,0.380064735492257
20.txt,141.txt,0.379695769674051
21.txt,144.txt,0.379668089827908
20.txt,159.txt,0.379478112356995
3.txt,125.txt,0.379137752771234
6.txt,158.txt,0.378906824665362
10.txt,144.txt,0.378282187086677
21.txt,160.txt,0.377612647401421
18.txt,160.txt,0.377272996246206
15.txt,144.txt,0.377181458661585
16.txt,136.txt,0.377041203255065
12.txt,144.txt,0.376690730708613
15.txt,122.txt,0.376650082933873
9.txt,158.txt,0.376543852991546
8.txt,158.txt,0.376474408532798
13.txt,144.txt,0.375769208748868
20.txt,146.txt,0.375408478952195
18.txt,145.txt,0.375183287046619
9.txt,160.txt,0.374575166430281
1.txt,125.txt,0.373684000267399
2.txt,155.txt,0.373020757615488
20.txt,151.txt,0.372965864493291
29.txt,155.txt,0.372714545902367
25.txt,156.txt,0.371998512008928
25.txt,153.txt,0.37191942251306
16.txt,156.txt,0.371418633223847
26.txt,144.txt,0.371112463894539
20.txt,131.txt,0.371010431427727
6.txt,144.txt,0.370275353513159
14.txt,122.txt,0.369564621923034
22.txt,122.txt,0.369409163119248
11.txt,131.txt,0.369248688216083
15.txt,156.txt,0.369104560099573
12.txt,158.txt,0.368948086519004
16.txt,153.txt,0.368792204866875
7.txt,144.txt,0.368443589859525
13.txt,131.txt,0.36818903789776
4.txt,144.txt,0.367880701740517
11.txt,145.txt,0.367849610966984
29.txt,156.txt,0.367725119488409
15.txt,131.txt,0.36754789228961
4.txt,125.txt,0.366494848062024
21.txt,145.txt,0.366208908588828
1.txt,137.txt,0.366160899498345
26.txt,145.txt,0.365881688606273
9.txt,145.txt,0.363961346324571
11.txt,137.txt,0.362385095165962
27.txt,144.txt,0.362253348736376
7.txt,159.txt,0.362119795888688
19.txt,151.txt,0.361941322843364
23.txt,160.txt,0.361809702481026
20.txt,153.txt,0.361663469481794
10.txt,131.txt,0.36154856296174
15.txt,155.txt,0.361504145750906
17.txt,137.txt,0.361499224938294
23.txt,137.txt,0.360801367245467
14.txt,153.txt,0.360749494825051
27.txt,131.txt,0.360550887244133
28.txt,131.txt,0.360361983575482
8.txt,137.txt,0.360291407604968
26.txt,158.txt,0.359585253540717
7.txt,151.txt,0.359458201460706
19.txt,147.txt,0.359196037873626
30.txt,156.txt,0.357664476530405
15.txt,153.txt,0.356290618991501
16.txt,144.txt,0.354654234120539
9.txt,137.txt,0.35462598444498
22.txt,137.txt,0.354221251362957
8.txt,145.txt,0.353892510362442
23.txt,152.txt,0.353561684030851
3.txt,144.txt,0.353457500885474
16.txt,122.txt,0.352816396273486
17.txt,160.txt,0.352668243524977
25.txt,122.txt,0.352396093247283
22.txt,158.txt,0.352136874426816
14.txt,137.txt,0.352110139770077
12.txt,145.txt,0.351847860299962
6.txt,131.txt,0.351557576587189
14.txt,145.txt,0.351217889075998
9.txt,147.txt,0.3511312580495
29.txt,131.txt,0.351097746918311
19.txt,137.txt,0.350820926561579
4.txt,137.txt,0.350631938232365
7.txt,155.txt,0.350618721070434
27.txt,145.txt,0.35038688642733
12.txt,131.txt,0.3489628308431
5.txt,125.txt,0.348894881102708
7.txt,156.txt,0.348813340676682
23.txt,125.txt,0.348775215028238
16.txt,155.txt,0.347900466363977
28.txt,145.txt,0.347806415739724
7.txt,153.txt,0.347745954498536
24.txt,152.txt,0.347645001696491
5.txt,144.txt,0.347330416909834
21.txt,158.txt,0.347160840540179
28.txt,147.txt,0.346733934723151
17.txt,157.txt,0.346473311517287
20.txt,122.txt,0.346070008297616
25.txt,152.txt,0.34599283563632
1.txt,131.txt,0.344821504123521
26.txt,131.txt,0.344550346770053
2.txt,144.txt,0.344509662982791
30.txt,145.txt,0.344228170068043
26.txt,147.txt,0.344134103105474
2.txt,125.txt,0.343916135947082
6.txt,147.txt,0.343855350377151
4.txt,160.txt,0.342845330160998
25.txt,151.txt,0.341656914514262
2.txt,137.txt,0.341311131130626
23.txt,157.txt,0.340997169735237
17.txt,125.txt,0.340153807160068
26.txt,137.txt,0.340015306199685
28.txt,158.txt,0.339973355632338
25.txt,147.txt,0.339221376718783
14.txt,131.txt,0.338718531220736
21.txt,137.txt,0.338588167711019
18.txt,157.txt,0.338549895808134
29.txt,145.txt,0.338167098879421
13.txt,145.txt,0.338086049589588
8.txt,157.txt,0.337973635400711
5.txt,137.txt,0.337130580859473
12.txt,137.txt,0.33710446467341
29.txt,147.txt,0.337008559167162
12.txt,147.txt,0.336868473340657
30.txt,131.txt,0.336057626645404
5.txt,160.txt,0.335430355304953
8.txt,131.txt,0.335203359899219
26.txt,160.txt,0.334951022103628
12.txt,157.txt,0.334180915617129
4.txt,145.txt,0.332417314033428
4.txt,157.txt,0.332256171513145
21.txt,131.txt,0.332117412238802
26.txt,157.txt,0.3319880246397
22.txt,131.txt,0.33154978380641
9.txt,131.txt,0.331333884786292
11.txt,157.txt,0.330896288333906
16.txt,131.txt,0.330222140874384
5.txt,157.txt,0.329944457647827
22.txt,147.txt,0.329540264250273
8.txt,147.txt,0.328687457449259
23.txt,147.txt,0.32864559571137
22.txt,160.txt,0.328178185229066
1.txt,145.txt,0.327817523369891
11.txt,147.txt,0.327281480188422
21.txt,157.txt,0.327024622349517
30.txt,137.txt,0.326500544429085
2.txt,157.txt,0.325628144059732
28.txt,137.txt,0.325624416496086
7.txt,147.txt,0.324391744876806
10.txt,145.txt,0.324285353203951
9.txt,157.txt,0.323678190805537
3.txt,131.txt,0.323521432157327
27.txt,158.txt,0.323391447276556
17.txt,131.txt,0.322891532707957
3.txt,157.txt,0.322831998986062
3.txt,137.txt,0.322126422540538
22.txt,157.txt,0.321739501778503
10.txt,137.txt,0.321276733467389
10.txt,147.txt,0.320926509433988
13.txt,147.txt,0.320750939918918
15.txt,145.txt,0.320703654553321
2.txt,160.txt,0.319909850618128
4.txt,147.txt,0.319829025627904
24.txt,160.txt,0.319454927690147
13.txt,137.txt,0.319369274626851
6.txt,145.txt,0.319230405013024
27.txt,157.txt,0.318977477165149
6.txt,137.txt,0.318867680603381
30.txt,147.txt,0.318369091001864
15.txt,137.txt,0.318352178833126
3.txt,160.txt,0.318196818521198
27.txt,137.txt,0.318128110693741
3.txt,145.txt,0.316455008594346
11.txt,160.txt,0.315873028235026
4.txt,131.txt,0.314642474823068
7.txt,137.txt,0.313472657838727
7.txt,145.txt,0.312945219156971
24.txt,157.txt,0.31285399908902
13.txt,158.txt,0.312810815848851
17.txt,147.txt,0.312759223137928
5.txt,131.txt,0.311846820145842
2.txt,131.txt,0.311722690508605
29.txt,158.txt,0.310692437071966
10.txt,160.txt,0.310289240098298
16.txt,145.txt,0.309199434385872
27.txt,147.txt,0.309036601943615
30.txt,160.txt,0.308849888850752
10.txt,158.txt,0.30789654663981
29.txt,137.txt,0.306782814870814
14.txt,160.txt,0.306693405628783
5.txt,145.txt,0.306475642346182
5.txt,147.txt,0.306334735819662
20.txt,147.txt,0.306124378897639
18.txt,131.txt,0.304153265352767
2.txt,145.txt,0.30357153931158
18.txt,147.txt,0.300818271148012
21.txt,147.txt,0.300780401828133
12.txt,160.txt,0.297696187126071
16.txt,137.txt,0.295875121532865
30.txt,158.txt,0.295021406800608
1.txt,157.txt,0.293925238684495
19.txt,158.txt,0.292541131632362
20.txt,158.txt,0.291957600504642
25.txt,158.txt,0.291464595021245
6.txt,157.txt,0.290711612900375
15.txt,147.txt,0.289445524406362
14.txt,158.txt,0.28934102110979
16.txt,158.txt,0.2862793031921
6.txt,160.txt,0.281790188462717
1.txt,160.txt,0.280738626755642
7.txt,158.txt,0.280405839326776
30.txt,157.txt,0.271331671850652
23.txt,131.txt,0.271092714127617
15.txt,158.txt,0.270660128321541
28.txt,157.txt,0.267904813541749
14.txt,147.txt,0.267212327866888
16.txt,157.txt,0.264615850279651
16.txt,147.txt,0.262041817537497
13.txt,157.txt,0.260287364383978
14.txt,157.txt,0.259130812999951
16.txt,160.txt,0.258564911923191
29.txt,157.txt,0.256754817157588
28.txt,160.txt,0.252371738363008
29.txt,160.txt,0.245199029166875
15.txt,157.txt,0.241495920362546
13.txt,160.txt,0.236096879233971
19.txt,157.txt,0.233292356983558
15.txt,160.txt,0.229594470307201
20.txt,160.txt,0.226904628056187
10.txt,157.txt,0.226306258284261
19.txt,160.txt,0.213915850965222
25.txt,160.txt,0.210010781912987
20.txt,157.txt,0.205381524235328
25.txt,157.txt,0.203999184004896
7.txt,157.txt,0.197908278398117
7.txt,160.txt,0.185850985362025
